timestamp,response_time,http_code,result,payload_type,is_allowed,blocking_findings,non_blocking_findings,user_id
1741557278496,62.38579750061035,200,BLOCKED,real,False,1,1,1
1741557278610,32.013893127441406,200,BLOCKED,real,False,1,1,1
1741557278693,29.263734817504883,200,BLOCKED,real,False,1,1,1
1741557278773,33.200979232788086,200,BLOCKED,real,False,1,1,1
1741557278857,33.03885459899902,200,BLOCKED,real,False,1,1,1
1741557278941,32.824039459228516,200,BLOCKED,real,False,1,1,1
1741557278997,37.94527053833008,200,BLOCKED,real,False,1,1,2
1741557279024,29.250144958496094,200,BLOCKED,real,False,1,1,1
1741557279086,42.040109634399414,200,BLOCKED,real,False,1,1,2
1741557279104,32.155752182006836,200,BLOCKED,real,False,1,1,1
1741557279178,48.690080642700195,200,BLOCKED,real,False,1,1,2
1741557279186,46.88382148742676,200,BLOCKED,real,False,1,1,1
1741557279277,39.453983306884766,200,BLOCKED,real,False,1,1,2
1741557279284,39.663076400756836,200,BLOCKED,real,False,1,1,1
1741557279367,38.8941764831543,200,BLOCKED,real,False,1,1,2
1741557279374,36.18788719177246,200,BLOCKED,real,False,1,1,1
1741557279457,40.55976867675781,200,BLOCKED,real,False,1,1,2
1741557279460,45.10998725891113,200,BLOCKED,real,False,1,1,1
1741557279497,30.31015396118164,200,BLOCKED,real,False,1,1,3
1741557279549,46.81706428527832,200,BLOCKED,real,False,1,1,2
1741557279555,47.142982482910156,200,BLOCKED,real,False,1,1,1
1741557279578,28.912782669067383,200,ALLOWED,dummy,True,0,2,3
1741557279646,30.232906341552734,200,ALLOWED,clean,True,0,0,2
1741557279653,40.84181785583496,200,BLOCKED,real,False,1,1,1
1741557279657,38.945913314819336,200,BLOCKED,real,False,1,1,3
1741557279727,40.63582420349121,200,BLOCKED,real,False,1,1,2
1741557279746,40.955305099487305,200,BLOCKED,real,False,1,1,3
1741557279744,50.518035888671875,200,BLOCKED,real,False,1,1,1
1741557279818,17.959117889404297,200,ALLOWED,clean,True,0,0,2
1741557279837,24.060964584350586,200,ALLOWED,dummy,True,0,2,3
1741557279846,33.00905227661133,200,BLOCKED,real,False,1,1,1
1741557279887,30.612945556640625,200,BLOCKED,real,False,1,1,2
1741557279912,31.15701675415039,200,ALLOWED,dummy,True,0,2,3
1741557279930,34.1949462890625,200,BLOCKED,real,False,1,1,1
1741557279968,22.48406410217285,200,BLOCKED,real,False,1,1,2
1741557279993,51.175832748413086,200,BLOCKED,real,False,1,1,3
1741557279997,69.8537826538086,200,BLOCKED,real,False,1,1,4
1741557280014,64.66364860534668,200,BLOCKED,real,False,1,1,1
1741557280041,38.98906707763672,200,ALLOWED,clean,True,0,0,2
1741557280095,26.706933975219727,200,BLOCKED,real,False,1,1,3
1741557280117,76.00116729736328,200,BLOCKED,real,False,1,1,4
1741557280130,74.42474365234375,200,BLOCKED,real,False,1,1,2
1741557280130,76.47895812988281,200,BLOCKED,real,False,1,1,1
1741557280172,39.31093215942383,200,BLOCKED,real,False,1,1,3
1741557280244,50.76098442077637,200,BLOCKED,real,False,1,1,4
1741557280255,41.38994216918945,200,ALLOWED,dummy,True,0,2,2
1741557280257,47.70803451538086,200,BLOCKED,real,False,1,1,1
1741557280261,47.0430850982666,200,BLOCKED,real,False,1,1,3
1741557280355,51.71823501586914,200,BLOCKED,real,False,1,1,1
1741557280359,51.310062408447266,200,BLOCKED,real,False,1,1,3
1741557280345,68.03297996520996,200,BLOCKED,real,False,1,1,4
1741557280346,69.63992118835449,200,BLOCKED,real,False,1,1,2
1741557280460,56.89811706542969,200,BLOCKED,real,False,1,1,3
1741557280457,68.84288787841797,200,BLOCKED,real,False,1,1,1
1741557280464,66.66707992553711,200,BLOCKED,real,False,1,1,4
1741557280466,70.1289176940918,200,BLOCKED,real,False,1,1,2
1741557280497,42.91701316833496,200,BLOCKED,real,False,1,1,5
1741557280568,80.84774017333984,200,BLOCKED,real,False,1,1,3
1741557280576,75.98686218261719,200,BLOCKED,real,False,1,1,1
1741557280587,68.88914108276367,200,BLOCKED,real,False,1,1,2
1741557280581,78.1397819519043,200,BLOCKED,real,False,1,1,4
1741557280591,72.34525680541992,200,BLOCKED,real,False,1,1,5
1741557280706,51.665306091308594,200,ALLOWED,dummy,True,0,2,2
1741557280702,77.96716690063477,200,BLOCKED,real,False,1,1,1
1741557280709,81.12406730651855,200,BLOCKED,real,False,1,1,4
1741557280700,92.82088279724121,200,BLOCKED,real,False,1,1,3
1741557280713,82.45491981506348,200,BLOCKED,real,False,1,1,5
1741557280809,24.986743927001953,200,ALLOWED,dummy,True,0,2,2
1741557280830,38.62881660461426,200,BLOCKED,real,False,1,1,1
1741557280841,34.85870361328125,200,ALLOWED,clean,True,0,0,4
1741557280843,40.87996482849121,200,BLOCKED,real,False,1,1,3
1741557280846,43.29681396484375,200,BLOCKED,real,False,1,1,5
1741557280884,17.07291603088379,200,ALLOWED,clean,True,0,0,2
1741557280920,50.53591728210449,200,BLOCKED,real,False,1,1,1
1741557280926,55.82594871520996,200,BLOCKED,real,False,1,1,4
1741557280934,64.4230842590332,200,BLOCKED,real,False,1,1,3
1741557280951,54.43882942199707,200,BLOCKED,real,False,1,1,2
1741557280940,71.63524627685547,200,BLOCKED,real,False,1,1,5
1741557280998,29.446840286254883,200,BLOCKED,real,False,1,1,6
1741557281021,34.21211242675781,200,BLOCKED,real,False,1,1,1
1741557281033,32.55319595336914,200,ALLOWED,dummy,True,0,2,4
1741557281049,64.02301788330078,200,BLOCKED,real,False,1,1,3
1741557281062,70.3268051147461,200,BLOCKED,real,False,1,1,5
1741557281056,95.76296806335449,200,BLOCKED,real,False,1,1,2
1741557281077,81.96401596069336,200,BLOCKED,real,False,1,1,6
1741557281116,50.17209053039551,200,BLOCKED,real,False,1,1,4
1741557281106,71.12693786621094,200,BLOCKED,real,False,1,1,1
1741557281163,32.063961029052734,200,BLOCKED,real,False,1,1,3
1741557281183,42.30690002441406,200,BLOCKED,real,False,1,1,5
1741557281210,55.90987205505371,200,ALLOWED,clean,True,0,0,6
1741557281202,82.2913646697998,200,BLOCKED,real,False,1,1,2
1741557281227,73.94289970397949,200,ALLOWED,clean,True,0,0,1
1741557281216,87.68105506896973,200,BLOCKED,real,False,1,1,4
1741557281246,96.59910202026367,200,BLOCKED,real,False,1,1,3
1741557281275,75.49524307250977,200,BLOCKED,real,False,1,1,5
1741557281316,52.706003189086914,200,BLOCKED,real,False,1,1,6
1741557281335,51.33509635925293,200,BLOCKED,real,False,1,1,2
1741557281351,47.01375961303711,200,BLOCKED,real,False,1,1,1
1741557281354,51.42688751220703,200,BLOCKED,real,False,1,1,4
1741557281401,45.28498649597168,200,BLOCKED,real,False,1,1,5
1741557281393,64.02397155761719,200,BLOCKED,real,False,1,1,3
1741557281419,70.36089897155762,200,BLOCKED,real,False,1,1,6
1741557281449,47.888994216918945,200,BLOCKED,real,False,1,1,1
1741557281437,75.2251148223877,200,BLOCKED,real,False,1,1,2
1741557281456,63.178062438964844,200,BLOCKED,real,False,1,1,4
1741557281497,53.71212959289551,200,BLOCKED,real,False,1,1,5
1741557281498,68.08924674987793,200,BLOCKED,real,False,1,1,7
1741557281507,65.81306457519531,200,BLOCKED,real,False,1,1,3
1741557281540,60.28389930725098,200,BLOCKED,real,False,1,1,6
1741557281547,66.36285781860352,200,BLOCKED,real,False,1,1,1
1741557281569,70.75619697570801,200,BLOCKED,real,False,1,1,4
1741557281601,41.708946228027344,200,ALLOWED,clean,True,0,0,5
1741557281563,85.13903617858887,200,BLOCKED,real,False,1,1,2
1741557281616,49.41391944885254,200,BLOCKED,real,False,1,1,7
1741557281623,60.33802032470703,200,BLOCKED,real,False,1,1,3
1741557281651,48.52890968322754,200,BLOCKED,real,False,1,1,6
1741557281663,49.18718338012695,200,BLOCKED,real,False,1,1,1
1741557281690,65.78898429870605,200,BLOCKED,real,False,1,1,4
1741557281693,88.33098411560059,200,BLOCKED,real,False,1,1,5
1741557281698,102.75602340698242,200,BLOCKED,real,False,1,1,2
1741557281750,56.65111541748047,200,ALLOWED,dummy,True,0,2,6
1741557281734,75.61612129211426,200,BLOCKED,real,False,1,1,3
1741557281763,51.26190185546875,200,BLOCKED,real,False,1,1,1
1741557281716,107.77115821838379,200,BLOCKED,real,False,1,1,7
1741557281806,44.304847717285156,200,BLOCKED,real,False,1,1,4
1741557281831,57.045936584472656,200,BLOCKED,real,False,1,1,5
1741557281857,63.14587593078613,200,ALLOWED,dummy,True,0,2,6
1741557281874,63.60578536987305,200,BLOCKED,real,False,1,1,7
1741557281860,92.42701530456543,200,BLOCKED,real,False,1,1,3
1741557281851,108.05392265319824,200,BLOCKED,real,False,1,1,2
1741557281864,106.26888275146484,200,BLOCKED,real,False,1,1,1
1741557281901,79.88810539245605,200,BLOCKED,real,False,1,1,4
1741557281938,47.64127731323242,200,BLOCKED,real,False,1,1,5
1741557281971,39.324045181274414,200,BLOCKED,real,False,1,1,6
1741557281999,52.841901779174805,200,ALLOWED,clean,True,0,0,8
1741557282009,55.863142013549805,200,ALLOWED,clean,True,0,0,2
