timestamp,response_time,http_code,result,payload_file,is_allowed,blocking_findings,non_blocking_findings
1741550716000,33.749000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550716000,39.539000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,27.416000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550717000,27.445000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550717000,24.089000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550717000,39.261000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,35.671000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,35.117000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,25.751000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550717000,33.301000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,42.878000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550717000,33.181000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550717000,35.681000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550717000,42.665000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,88.604000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550718000,96.108000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,24.142000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550718000,28.131000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,41.897000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,52.343000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,31.428000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,31.520000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,57.236000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,52.937000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,30.169000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550718000,30.636000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550718000,47.169000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550718000,70.425000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,53.356000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,65.353000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,52.542000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550718000,41.261000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,29.309000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,58.182000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,44.629000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,53.149000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,31.921000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,42.780000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,43.232000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,40.126000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,28.344000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,43.502000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,38.833000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,48.958000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,48.659000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,62.930000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,61.441000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,42.175000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,53.898000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,54.175000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,59.301000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,76.888000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550719000,66.246000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,48.601000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550719000,63.640000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550719000,52.708000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550720000,47.587000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550720000,67.163000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550720000,47.580000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550720000,52.997000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550720000,106.498000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550720000,90.494000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550720000,75.284000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
1741550720000,89.670000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550720000,58.101000,200,BLOCKED,./performance-reports/20250309_150512/payloads/real-secret.json,,0,0
1741550720000,49.458000,200,BLOCKED,./performance-reports/20250309_150512/payloads/dummy-secret.json,,0,0
1741550720000,46.932000,200,BLOCKED,./performance-reports/20250309_150512/payloads/clean.json,,0,0
