timestamp,response_time,http_code,result,payload_type,is_allowed,blocking_findings,non_blocking_findings,user_id
1741553770169,129.288911819458,200,BLOCKED,real,False,1,1,1
1741553770350,22.838592529296875,200,ALLOWED,clean,True,0,0,1
1741553770423,24.311065673828125,200,BLOCKED,real,False,1,1,1
1741553770498,24.725914001464844,200,ALLOWED,clean,True,0,0,1
1741553770574,31.760692596435547,200,ALLOWED,dummy,True,0,2,1
1741553770657,42.86694526672363,200,BLOCKED,real,False,1,1,1
1741553770670,30.43079376220703,200,ALLOWED,clean,True,0,0,2
1741553770751,27.65488624572754,200,ALLOWED,dummy,True,0,2,2
1741553770750,34.284114837646484,200,ALLOWED,clean,True,0,0,1
1741553770829,26.69382095336914,200,ALLOWED,dummy,True,0,2,2
1741553770834,30.565977096557617,200,ALLOWED,dummy,True,0,2,1
1741553770906,34.98482704162598,200,ALLOWED,clean,True,0,0,2
1741553770915,35.238027572631836,200,ALLOWED,clean,True,0,0,1
1741553770992,31.019926071166992,200,ALLOWED,clean,True,0,0,2
1741553771001,32.98592567443848,200,ALLOWED,dummy,True,0,2,1
1741553771075,26.731014251708984,200,ALLOWED,clean,True,0,0,2
1741553771084,30.452966690063477,200,BLOCKED,real,False,1,1,1
1741553771152,34.731149673461914,200,ALLOWED,dummy,True,0,2,2
1741553771165,41.54396057128906,200,ALLOWED,clean,True,0,0,1
1741553771170,40.79604148864746,200,ALLOWED,clean,True,0,0,3
1741553771237,34.17181968688965,200,ALLOWED,clean,True,0,0,2
1741553771257,37.57596015930176,200,ALLOWED,clean,True,0,0,1
1741553771261,41.35012626647949,200,BLOCKED,real,False,1,1,3
1741553771323,25.368928909301758,200,ALLOWED,clean,True,0,0,2
1741553771344,24.72686767578125,200,ALLOWED,clean,True,0,0,1
1741553771353,26.136159896850586,200,ALLOWED,dummy,True,0,2,3
1741553771398,25.38585662841797,200,ALLOWED,dummy,True,0,2,2
1741553771420,45.09592056274414,200,BLOCKED,real,False,1,1,1
1741553771429,38.0859375,200,ALLOWED,dummy,True,0,2,3
1741553771474,19.24586296081543,200,ALLOWED,clean,True,0,0,2
1741553771518,28.129100799560547,200,ALLOWED,clean,True,0,0,3
1741553771515,48.02393913269043,200,BLOCKED,real,False,1,1,1
1741553771544,28.541088104248047,200,ALLOWED,dummy,True,0,2,2
1741553771597,23.03004264831543,200,ALLOWED,clean,True,0,0,3
1741553771613,22.71103858947754,200,ALLOWED,dummy,True,0,2,1
1741553771622,27.575254440307617,200,BLOCKED,real,False,1,1,2
1741553771671,28.15413475036621,200,ALLOWED,clean,True,0,0,4
1741553771671,41.76902770996094,200,BLOCKED,real,False,1,1,3
1741553771686,34.773826599121094,200,ALLOWED,clean,True,0,0,1
1741553771700,25.118112564086914,200,ALLOWED,clean,True,0,0,2
1741553771750,22.933006286621094,200,ALLOWED,clean,True,0,0,4
1741553771763,32.26900100708008,200,ALLOWED,clean,True,0,0,3
1741553771771,46.00691795349121,200,BLOCKED,real,False,1,1,1
1741553771775,51.953792572021484,200,BLOCKED,real,False,1,1,2
1741553771823,20.700931549072266,200,ALLOWED,clean,True,0,0,4
1741553771846,19.41394805908203,200,ALLOWED,clean,True,0,0,3
1741553771868,24.303197860717773,200,ALLOWED,clean,True,0,0,1
1741553771878,27.18496322631836,200,ALLOWED,dummy,True,0,2,2
1741553771894,36.602020263671875,200,BLOCKED,real,False,1,1,4
1741553771915,22.03083038330078,200,ALLOWED,clean,True,0,0,3
1741553771942,20.200014114379883,200,ALLOWED,dummy,True,0,2,1
1741553771955,31.505107879638672,200,BLOCKED,real,False,1,1,2
1741553771988,21.6367244720459,200,ALLOWED,clean,True,0,0,3
1741553771982,31.336069107055664,200,BLOCKED,real,False,1,1,4
1741553772013,24.24788475036621,200,BLOCKED,real,False,1,1,1
1741553772037,21.7740535736084,200,BLOCKED,real,False,1,1,2
1741553772059,40.66109657287598,200,BLOCKED,real,False,1,1,3
1741553772064,42.04702377319336,200,BLOCKED,real,False,1,1,4
1741553772087,34.47914123535156,200,ALLOWED,clean,True,0,0,1
1741553772109,25.778770446777344,200,ALLOWED,dummy,True,0,2,2
1741553772156,50.96077919006348,200,ALLOWED,clean,True,0,0,4
1741553772151,63.661813735961914,200,BLOCKED,real,False,1,1,3
1741553772172,56.25104904174805,200,ALLOWED,clean,True,0,0,5
1741553772185,52.56986618041992,200,BLOCKED,real,False,1,1,2
1741553772173,66.75386428833008,200,BLOCKED,real,False,1,1,1
1741553772265,44.802188873291016,200,BLOCKED,real,False,1,1,3
1741553772257,62.5460147857666,200,BLOCKED,real,False,1,1,4
1741553772278,57.39092826843262,200,ALLOWED,dummy,True,0,2,5
1741553772290,71.88010215759277,200,BLOCKED,real,False,1,1,1
1741553772288,79.94604110717773,200,BLOCKED,real,False,1,1,2
